Analyses,Datasets,Platform,OS_name,Apps,Mean_Execution_time_secs,Mean_RAM_usage_Mb,Mean_Percent_CPU_usage,Mean_CPU_Time,SD_Execution_time_secs,SD_RAM_usage_Mb,SD_Percent_CPU_usage,SD_CPU_Time
Alignment Splitting (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,5.298,700.241406,99.2,5.25442,0.11278297743897339,0.9085826563279846,1.4832396974191324,0.055102558924245953
Alignment Splitting (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),5.698,619.0343720000001,100.6,5.7324,0.05630275304103688,0.15409602515963855,0.5477225575051661,0.08491887304951698
Alignment Splitting (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,1.73,315.507032,159.6,2.76086,0.033911649915626375,0.37205157508065695,1.6733200530681511,0.047473392547826246
Alignment Splitting (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.8240000000000001,316.45000400000004,229.4,1.86884,0.11545561917897283,1.7706148612501735,25.175384803414623,0.08539676808872809
Alignment Splitting (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,6.098,1117.99922,101.2,6.17104,0.04324349662087911,1.0030430035646694,0.44721359549995793,0.023750852616274392
Alignment Splitting (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),7.222,1076.58202,100.4,7.25134,0.21040437257813827,0.12384412380082592,0.5477225575051661,0.23356962131236178
Alignment Splitting (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,3.138,545.753906,135,4.234680000000001,0.09654014708917746,1.1367249432822404,2.345207879911715,0.07283372845049207
Alignment Splitting (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.06,544.693748,208.4,2.2035,0.06819090848492926,1.3605920691265572,10.310189135025604,0.03540367212592498
Alignment Splitting (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,6.85,905.790624,100.4,6.87712,0.07745966692414852,0.8192128218479122,0.5477225575051661,0.05166461071178254
Alignment Splitting (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),7.884,905.742188,100.2,7.89984,0.20403431084011325,0.9306585462295113,0.44721359549995793,0.21049971021357713
Alignment Splitting (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,2.704,454.710154,144.2,3.89756,0.07300684899377582,1.5210547698324408,2.949576240750525,0.041668609288047935
Alignment Splitting (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.912,455.557814,230.6,2.0887,0.0884307638777366,0.396308919632144,20.659138413786767,0.03513459833269757
Alignment Splitting (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,8.772,1158.94376,100.6,8.82448,0.07259476565152581,0.9735993313473631,0.5477225575051661,0.0655591869992291
Alignment Splitting (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--remove-empty),9.586,1136.74064,100.6,9.643,0.21102132593650327,0.2061492372045218,0.5477225575051661,0.18856392815170137
Alignment Splitting (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,3.444,539.2257860000001,144.8,4.98442,0.08354639429682162,0.8859438684137882,3.8340579025361627,0.03219723590620774
Alignment Splitting (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),1.222,539.204688,231.6,2.82256,0.07886697661252148,1.7409276325338414,12.095453691366851,0.03731149956782765
Alignment Splitting (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,4.048,885.73281,101.6,4.11256,0.03834057902536155,0.8191062800394401,0.8944271909999159,0.026448969734187814
Alignment Splitting (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),4.748,885.924218,100.6,4.7759,0.09093954035511713,0.7839953105854416,0.8944271909999159,0.056515661546158905
Alignment Splitting (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,3.8,411.400784,139.6,5.304399999999999,0.048989794855663536,0.2806691676689835,1.140175425099138,0.03533900111774509
Alignment Splitting (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.85,410.44922,281,2.3819600000000003,0.051478150704934986,1.078310680346796,16.140012391568973,0.027054445106118874
Alignment Splitting (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,2.948,602.928134,100.6,2.9655400000000003,0.025884358211089514,0.8358635298181158,1.51657508881031,0.03979658276787094
Alignment Splitting (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--remove-empty),3.314,578.755466,100.2,3.32098,0.12012493496356208,1.1191480550981592,1.3038404810405297,0.13778500281235256
Alignment Splitting (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,2.59,281.104688,128.4,3.32542,0.03535533905932747,0.9391363498023032,1.51657508881031,0.049772602905614756
Alignment Splitting (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.614,281.195312,225.6,1.38308,0.027928480087537906,1.2493664908544786,9.914635646356349,0.020062203268833734
Alignment Summary (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,46.358,983.371092,320,148.34102000000001,0.36279470778940665,1.001199350364364,2.5495097567963922,1.0260105662223886
Alignment Summary (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.636,231.22422,1464.6,9.31412,0.0054772255750516665,1.2711095227988816,18.501351301999538,0.05616642235357316
Alignment Summary (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,51.532,1214.01878,306.8,158.09852,0.26864474683120065,1.0100412847997344,3.03315017762062,1.5705706962757258
Alignment Summary (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.628,134.013282,1902.8,11.94916,0.004472135954999583,1.704936199926559,13.065221008463652,0.03647139975377933
Alignment Summary (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,59.76,1439.13672,349.6,208.91962,0.21977260975836152,1.7549062160127014,2.1908902300206643,1.2668094241044985
Alignment Summary (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.72,91.582033,2133.8,15.363359999999998,0,1.018857238893166,5.06951674225463,0.036500520544232896
Alignment Summary (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,93.38799999999999,1974.96326,290.6,270.96502,5.008479809283452,0.8052956152867049,10.57355191030904,4.230127851732157
Alignment Summary (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.944,321.132032,1662.2,15.69056,0.005477225575051666,1.021515512324695,14.184498581197715,0.048831014734489454
Alignment Summary (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,75.998,1684.7219,287.6,218.22138,4.26036031340073,1.2369883285625414,10.310189135025603,4.105540533474238
Alignment Summary (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,1.27,631.894534,1539.8,19.55514,0.007071067811865481,2.9389360498622494,5.932958789676531,0.04355488491547159
Alignment Summary (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,42.554,978.003902,291.6,124.06624,0.8674560507599222,1.0485290921190262,3.286335345030997,1.3200886818695194
Alignment Summary (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.768,366.407812,1590,12.2108,0.004472135954999584,0.9321734460496046,11.40175425099138,0.022246348014899345
Alignment Summary (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,45.866,982.615628,332,152.27354,0.3166701754191567,1.314438431696195,2.345207879911715,1.2860841255532243
Alignment Summary (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.71,234.72969,1531.4,10.87294,0,1.1302892404601514,3.7815340802378077,0.026848891969688572
Alignment Summary (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,51.26,1215.20002,319.6,163.82538,0.10862780491200197,1.3903951963381196,2.073644135332772,0.777364857708404
Alignment Summary (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.724,139.18046999999999,1923.2,13.922,0.01140175425099139,1.012135001247363,24.51938009004306,0.10599544801546876
Alignment Summary (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,59.336,1439.84688,365,216.57432,0.19667231630303159,1.4096287355186965,2.5495097567963922,1.2944384234099309
Alignment Summary (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.84,99.139062,2126.2,17.86008,0,0.4770558900904567,8.318653737234168,0.06987669139276728
Alignment Summary (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,91.696,1975.93984,304.6,279.30142,0.27969626382917506,1.0411043429935358,2.6076809620810595,1.7907631674791489
Alignment Summary (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,1.098,327.467188,1659.2,18.21768,0.004472135954999583,1.0187394792192865,11.454256850621082,0.07750427085006308
Alignment Summary (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL GUI (Linux),1.198,516.679678,,,0.010954451150103331,2.1454170945109805,,
Alignment Summary (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,Android,SEGUL GUI (Android),14.24,0,0,0,0.11401754250991425,0,0,0
Alignment Summary (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,iPadOS,SEGUL GUI (iPadOS),7.7,0,0,0,0.2549509756796395,0,0,0
Alignment Summary (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,73.406,1684.9508,302.2,221.82594,0.5165559021054739,0.9650138263257895,1.7888543819998317,0.526654913581926
Alignment Summary (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,1.396,640.21017200000006,1543.2,21.542779999999997,0.005477225575051666,3.812763172152183,6.833739825307955,0.02271787842207085
Alignment Summary (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL GUI (Linux),1.478,820.457032,,,0.013038404810405309,2.7502012644750375,,
Alignment Summary (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,Android,SEGUL GUI (Android),13.3,0,0,0,0.12247448713915919,0,0,0
Alignment Summary (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,iPadOS,SEGUL GUI (iPadOS),6.52,0,0,0,0.5718391382198321,0,0,0
Alignment Summary (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,43.27,978.048434,320.6,138.65494,1.3388801290630912,0.3060715068084733,6.4265076052238514,1.4785789573100268
Alignment Summary (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.828,371.762496,1632.2,13.514479999999999,0.004472135954999583,1.6185238909203674,5.449770637375485,0.05285278611388404
Alignment Summary (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,45.918,982.764066,323.6,148.59028,0.2748090245970818,1.2349517606692326,1.816590212458495,1.1606015474744127
Alignment Summary (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.702,235.767968,1512.6,10.618179999999999,0.004472135954999584,1.0904573348921107,8.792041856133306,0.03385944476804113
Alignment Summary (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,50.966,1214.5797,309.8,157.89266,0.14010710188994546,0.8488958828973134,1.6431676725154984,0.9408715231103508
Alignment Summary (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.7,134.748438,1957.4,13.7018,0,0.5527471957595124,4.669047011971501,0.032683329083800845
Alignment Summary (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,60.132,1439.18828,350.8,210.94299999999998,0.10497618777608635,1.647236882479244,1.6431676725154984,1.040196551138291
Alignment Summary (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.808,89.911718,2162.4,17.472040000000003,0.004472135954999583,1.0286951107446782,7.536577472566709,0.08040639278067484
Alignment Summary (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,91.156,1974.74924,297,270.7336,0.149933318511933,0.9457641000799542,1.224744871391589,1.27995600900969
Alignment Summary (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,1.108,339.522662,1661.2,18.40522,0.008366600265340763,1.2740190232959745,13.21741275741966,0.021135799014943387
Alignment Summary (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,73.702,1684.16642,294.4,216.97572000000002,0.5233259022826995,1.0338364846532173,1.5165750888103102,1.4158679429946854
Alignment Summary (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,1.362,634.7890679999999,1595.4,21.72916,0.008366600265340763,2.818100845094087,6.87749954561976,0.1280291099711311
Alignment Summary (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,44.334,978.13983,284.6,126.14714,0.9835293589924003,0.9264621495236784,3.5777087639996634,1.3379651333274758
Alignment Summary (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.822,369.517966,1641.2,13.49054,0.004472135954999584,0.6845021903398075,6.942621983083913,0.06656761975615574
Read Summary (FASTQ),"SRR26062012 (0.0 MBases, Whole Genome)",Desktop,Linux,SEGUL CLI,996.738,9.03515626,198.4,1977.50482,3.3748140689525536,1.1770750394665532,0.8944271909999159,2.9820014213611903
Read Summary (FASTQ),"SRR26062012 (0.0 MBases, Whole Genome)",Desktop,Linux,SEGUL GUI (Linux),1008.8,187.851562,,,3.7682887362833544,14.706268068263272,,
Sequence Removal (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,2.31,384.914064,272.8,6.29316,0.10099504938362067,2.0322549863710653,11.300442469213317,0.09547129411503703
Sequence Removal (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),9.618,384.21797,142.2,13.675699999999999,0.11432410069622223,1.0213003437285288,1.4832396974191326,0.0959075596603319
Sequence Removal (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.408,20.6007814,576.8,2.3527,0.008366600265340736,0.7020682359360099,10.66302021005306,0.02078797729458057
Sequence Removal (FASTA),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.404,20.2570312,374.2,1.51006,0.01816590212458494,1.5138175951309991,12.755391017134675,0.027647206007117557
Sequence Removal (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,1.19,423.628124,403.8,4.80522,0,1.376912884800641,8.1363382427231965,0.09682242508840619
Sequence Removal (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.108,423.81094,134.8,13.62434,0.1834938691073898,0.7278282741141655,1.0954451150103321,0.17735647154812229
Sequence Removal (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.28200000000000003,15.3554688,1509.4,4.248060000000001,0.013038404810405281,1.015264409064247,82.78466041483772,0.06359872640234258
Sequence Removal (FASTA),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.252,15.0648437,512,1.28786,0.010954451150103331,1.2824807632116066,31.76476034853718,0.04164160179435947
Sequence Removal (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,1.292,500.41016,597.8,7.70544,0.0708519583356734,1.4127443830714665,33.0030301639107,0.09016655699315493
Sequence Removal (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),4.942,500.34999799999997,230.4,11.38512,0.060580524923443554,0.6443179700427497,2.8809720581775866,0.06509483082395977
Sequence Removal (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.304,15.0242188,1116.4,3.38,0.020736441353327726,0.20687272208915075,84.17125400040088,0.03351022232095766
Sequence Removal (FASTA),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.278,14.6835937,565.6,1.56688,0.01923538406167134,0.9904943284282097,36.177340974704045,0.013020445460889488
Sequence Removal (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,1.822,720.977342,499.4,9.09456,0.04381780460041323,0.8903998584456316,13.867227552759058,0.09697818311352313
Sequence Removal (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),212.806,721.177354,103,219.19018,4.347002415458262,1.3761325721310445,0,4.477412487922002
Sequence Removal (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.408,20.4421876,932.8,3.76888,0.04147288270665545,0.11322747344306476,111.76627398280753,0.0742992395654222
Sequence Removal (FASTA),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.456,19.847656399999998,492.4,2.18448,0.08502940667792527,0.9843942892455748,89.71231799479935,0.02486990148754112
Sequence Removal (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,1.598,622.226564,405.8,6.47782,0.05585696017507577,1.303235809141991,16.23884232326923,0.08537084982592107
Sequence Removal (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),513.8100000000001,621.752352,100.8,517.89492,10.524001140250805,0.9145671580151988,0.44721359549995793,9.194624299665547
Sequence Removal (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.3,26.6820312,1933,5.79716,0.007071067811865481,0.9099740393254092,33.54847239443251,0.04682619993123539
Sequence Removal (FASTA),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.21,27.130468999999998,949,1.99022,0.007071067811865472,0.9208299834380395,48.913188405582396,0.04361154663618336
Sequence Removal (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.34,361.14453399999996,308.2,4.1246,0.05477225575051654,0.5603455289640554,13.16054710108968,0.06935632631562878
Sequence Removal (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),21.900000000000002,362.469534,112.4,24.6143,0.38105117766515284,0.9996887562536555,0.5477225575051661,0.3428955088653123
Sequence Removal (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.268,19.8453126,1079.4,2.85754,0.029495762407505247,0.2811766729065555,156.32754075977783,0.16922797641052167
Sequence Removal (FASTA),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.244,19.6859376,449.4,1.07396,0.04277849927241487,0.9967200087192493,66.82664139398298,0.02926854967366853
Sequence Removal (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,2.384,383.05078199999997,449.6,10.706339999999999,0.0928977932999487,1.1526432555955863,17.529974329701684,0.15200417099540534
Sequence Removal (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.194,382.2875,181.6,18.5116,0.08905054744357283,0.6162939932775605,1.51657508881031,0.13270327803034862
Sequence Removal (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.348,25.793750199999998,849.8,2.95634,0.008366600265340736,0.3639149695714645,18.349386910739007,0.044483682401527815
Sequence Removal (NEXUS),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.374,25.9281248,567,2.10082,0.04277849927241489,0.3982804619450972,59.715994507334464,0.05413471159985987
Sequence Removal (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,1.3739999999999999,424.219532,790.4,10.85276,0.041593268686170776,1.027654085025704,25.667099563448925,0.18574434850083604
Sequence Removal (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.506,424.17266,190,19.960919999999998,0.16592166826547974,1.1085615723991213,1.224744871391589,0.30311921252207014
Sequence Removal (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.286,27.2757816,1810.8,5.17866,0.005477225575051636,1.1383403362324471,14.411800720243114,0.09294949166079347
Sequence Removal (NEXUS),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.324,28.097656399999998,664.6,2.13186,0.03714835124201343,0.09508326686015796,74.17411947573089,0.038819685727733366
Sequence Removal (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,1.542,500.675,994.8,15.32562,0.053103672189407064,1.3265062092391295,33.521634805003174,0.03908736368700226
Sequence Removal (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),5.188,500.76484800000003,364.8,18.924020000000002,0.07259476565152605,1.4720709541560768,3.7013511046643495,0.1481900873877857
Sequence Removal (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.28400000000000003,24.632031599999998,1641.2,4.570860000000001,0.048270073544588676,0.34638544169580815,236.47769450838274,0.08583925675353903
Sequence Removal (NEXUS),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.372,23.9359376,689.6,2.5544,0.027748873851023217,1.1641365085114805,49.84776825495801,0.031131254391688117
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,2.1,720.11876,859.2,18.03006,0.05787918451395112,0.2836171996723693,28.647862049374645,0.11280176417060135
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),213.354,720.637506,107,228.28878000000003,2.467332567774353,1.259469667510915,0,2.6400458475185533
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.432,33.467969,1154.8,4.97544,0.023874672772626646,0.5317555150014895,69.82979306857497,0.037578757297175094
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.45399999999999996,34.0023438,753.6,3.34294,0.07956129712366433,0.716376852041717,124.92117514656992,0.03438310631691097
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL GUI (Linux),0.42,226.475002,,,0.023452078799117145,2.8881611861390373,,
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,Android,SEGUL GUI (Android),3.5,0,0,0,0.07071067811865482,0,0,0
Sequence Removal (NEXUS),"Oliveros et al. 2019 (522.5 MBases, DNA)",Mobile,iPadOS,SEGUL GUI (iPadOS),4.2,0,0,0,0.10000000000000009,0,0,0
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,1.702,621.155468,782.8,13.3203,0.021679483388678818,0.4198734155909321,19.917329138215294,0.21478105130574202
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),501.598,622.541406,102,511.62996,6.568064402851112,2.371410357082901,0,6.699425690908121
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.348,66.603124,1963.8,6.83308,0.004472135954999558,1.3813658062692886,26.985181118532445,0.01994572635929817
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.248,68.349999,1182,2.92222,0.013038404810405309,2.7002430398262325,90.10271915985666,0.0926134007582057
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL GUI (Linux),0.46599999999999997,255.635938,,,0.008944271909999142,4.050004649641777,,
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,Android,SEGUL GUI (Android),4.38,0,0,0,0.13038404810405296,0,0,0
Sequence Removal (NEXUS),"Shen et al. 2018 (398.8 MBases, AA)",Mobile,iPadOS,SEGUL GUI (iPadOS),3.22,0,0,0,0.2949576240750526,0,0,0
Sequence Removal (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.808,360.83047,997.4,18.03264,0.010954451150103333,1.049955215521133,6.985699678629192,0.10956809754668612
Sequence Removal (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),22.078,361.668752,173.8,38.36354,0.47939545262757716,0.7076545412275687,2.280350850198276,0.4201081265579146
Sequence Removal (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.258,30.076562799999998,1394.8,3.55448,0.032710854467592254,0.819147115764745,170.9084550278306,0.04729817121200381
Sequence Removal (NEXUS),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.258,29.5476564,657.2,1.6604400000000001,0.044384682042344296,1.2347254572516515,99.00606042056214,0.023451289943199307
Sequence Removal (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS,2.312,384.797658,293,6.7698599999999995,0.06300793600809337,0.8164825915290573,8.94427190999916,0.06413141196013109
Sequence Removal (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.042,383.76641,144.6,14.5206,0.06978538528947167,1.1020658646151713,0.5477225575051661,0.09166463331078142
Sequence Removal (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.412,20.559375199999998,698.8,2.87792,0.010954451150103317,0.28259488018840706,13.442470011125186,0.026206812091515527
Sequence Removal (PHYLIP),"Chan et al. 2020 (239.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.414,19.6203128,474.8,1.9643,0.015165750888103093,0.8944986744068997,11.819475453673908,0.029729783046635243
